ENSEMBL.ID,term_main,estimate_main,std.error_main,statistic_main,p.value_main,p.adj_main,symbol,term_int,estimate_int,std.error_int,statistic_int,p.value_int,p.adj_int
ENSMUSG00000025613,chol2,-0.016425042457696513,0.014466303512984674,-1.1354001001675178,0.2590641412268045,0.2590641412268045,Cct8,chol2:sexM,-0.10128691189352289,0.02726013746866005,-3.715568639738836,3.4411036671364535e-4,3.4411036671364535e-4
ENSMUSG00000036402,chol2,0.006674229969553751,0.005880272732325021,1.1350204783639015,0.25922236267917514,0.25922236267917514,Gng12,NA,NA,NA,NA,NA,NA
ENSMUSG00000003585,chol2,0.13401180780026792,0.11818316054256668,1.1339331862934918,0.25967590816966435,0.25967590816966435,Sec14l2,NA,NA,NA,NA,NA,NA
ENSMUSG00000015357,chol2,0.09566085573735553,0.08444116914496279,1.1328698631958962,0.26011999496278904,0.26011999496278904,Clpx,NA,NA,NA,NA,NA,NA
ENSMUSG00000028760,chol2,0.013287954596653492,0.01173042947832501,1.1327764785770555,0.2601590216533917,0.2601590216533917,Eif4g3,chol2:sexM,-0.05570450389976453,0.02296449783316967,-2.4256791637440274,0.017188865166041536,0.017188865166041536
ENSMUSG00000026664,chol2,-0.3684053041672048,0.3253619308370077,-1.1322938218969445,0.26036079600627277,0.26036079600627277,Phyh,NA,NA,NA,NA,NA,NA
ENSMUSG00000027808,chol2,-0.06106513146669026,0.05393663814792203,-1.1321642127419627,0.2604149977714858,0.2604149977714858,Serp1,chol2:sexM,-0.3008663450976302,0.10432820501853865,-2.8838447382869057,0.004870141131055074,0.004870141131055074
ENSMUSG00000055943,chol2,-0.007716107615880973,0.006817544445873987,-1.1318015859142365,0.26056668825549584,0.26056668825549584,Emc7,chol2:sexM,-0.040267617227688304,0.013116112030221169,-3.0700879296323986,0.002797557427657705,0.002797557427657705
ENSMUSG00000022323,chol2,0.16548744868404713,0.14636824019667596,1.130624023775107,0.2610597026559001,0.2610597026559001,Rida,NA,NA,NA,NA,NA,NA
ENSMUSG00000003949,chol2,0.017554554046165908,0.015533247076643747,1.130127780724061,0.2612676627543049,0.2612676627543049,Hlf,chol2:sexM,-0.06900428131933813,0.030527827791369026,-2.260373118943214,0.02610592229553072,0.02610592229553072
ENSMUSG00000070493,chol2,-0.04957346632665333,0.04386770885917037,-1.130067368820202,0.26129298745504853,0.26129298745504853,Chchd2,NA,NA,NA,NA,NA,NA
ENSMUSG00000024164,chol2,-3.418463648477357,3.0296008553866733,-1.1283544637239193,0.26201175567412993,0.26201175567412993,C3,NA,NA,NA,NA,NA,NA
ENSMUSG00000034108,chol2,-0.02119676482279603,0.0187915849487048,-1.1279923902457736,0.2621638662385794,0.2621638662385794,Ccs,NA,NA,NA,NA,NA,NA
ENSMUSG00000033478,chol2,0.011702716877707079,0.01038182709550522,1.127230955596798,0.26248395445914796,0.26248395445914796,Fhip2a,NA,NA,NA,NA,NA,NA
ENSMUSG00000020458,chol2,0.020172489884089047,0.017901188430136963,1.1268799254762498,0.2626316111052923,0.2626316111052923,Rtn4,NA,NA,NA,NA,NA,NA
ENSMUSG00000002103,chol2,0.01281017042523839,0.011406927094854628,1.1230167703111498,0.264260450937529,0.264260450937529,Acp2,NA,NA,NA,NA,NA,NA
ENSMUSG00000013160,chol2,-0.006665439752091494,0.005937136402046616,-1.1226691288065778,0.26440737489312094,0.26440737489312094,Atp6v0d1,chol2:sexM,-0.041215972934378495,0.011201770532235861,-3.6794159294523445,3.8960482927098494e-4,3.8960482927098494e-4
ENSMUSG00000079477,chol2,-0.016722727822028424,0.014905553328204403,-1.1219125820968718,0.2647273124119882,0.2647273124119882,Rab7,chol2:sexM,-0.06130687372622859,0.029407655887924995,-2.0847249423712704,0.03980568892477766,0.03980568892477766
ENSMUSG00000032393,chol2,0.014518546487910582,0.012942769698943903,1.121749581088139,0.2647962797021383,0.2647962797021383,Dpp8,NA,NA,NA,NA,NA,NA
ENSMUSG00000021476,chol2,-0.015489573480248554,0.013816651494378523,-1.1210801319372266,0.26507966197099686,0.26507966197099686,Habp4,chol2:sexM,-0.059608086377084105,0.027196092211999902,-2.1917886552385957,0.030864917004641043,0.030864917004641043
ENSMUSG00000044749,chol2,0.06199386468430586,0.05538931413697538,1.1192387132831743,0.26586024137746206,0.26586024137746206,Abca6,NA,NA,NA,NA,NA,NA
ENSMUSG00000064373,chol2,-1.0169064088407525,0.9087341243033026,-1.1190362303389698,0.26594617212756727,0.26594617212756727,Selenop,NA,NA,NA,NA,NA,NA
ENSMUSG00000025743,chol2,-0.02444029105162155,0.021842780339835114,-1.1189185017371301,0.26599614332421273,0.26599614332421273,Sdc3,NA,NA,NA,NA,NA,NA
ENSMUSG00000078566,chol2,0.04273500523360942,0.038233112706894376,1.1177485223666668,0.266493110789559,0.266493110789559,Bnip3,NA,NA,NA,NA,NA,NA
